 1   Chromosome: The identifier of the chromosome where the read is mapped.
 2   Start Position: The starting position of the read on the chromosome.
 3   End Position: The ending position of the read on the chromosome.
 4   Percent Coverage: The percentage of bases that are covered by the read at this location. This is calculated as the number of bases in the read that cover this location divided by the total number of bases at this location, multiplied by 100.
 5   Count of Covered Bases: The number of bases in the read that cover this location.
 6   Count of Uncovered Bases: The number of bases at this location that are not covered by the read.

'chromosome', 's_loc', 'e_loc', 'methyl_rate', 's_depth', 'e_depth'
7	3015880	3015880	81.8181818181818	18	4
7	3016074	3016074	68.1818181818182	15	7
7	3016118	3016118	0	0	22
7	3025715	3025715	87.5	7	1
7	3025716	3025716	0	0	12
7	3026181	3026181	0	0	8
7	3026182	3026182	66.6666666666667	8	4
7	3030105	3030105	100	1	0
7	3030121	3030121	0	0	1
7	3044261	3044261	0	0	1
7	3044262	3044262	50	1	1
7	3044412	3044412	100	2	0
7	3046111	3046111	100	1	0
7	3046128	3046128	100	1	0
7	3046162	3046162	0	0	1
7	3050193	3050193	0	0	1
7	3050231	3050231	100	1	0
7	3050356	3050356	100	1	0
7	3051833	3051833	0	0	1
7	3052211	3052211	100	1	0
7	3052220	3052220	100	1	0
7	3052225	3052225	0	0	1
7	3057654	3057654	75	3	1
7	3057655	3057655	0	0	6
7	3057666	3057666	75	3	1
7	3057667	3057667	83.3333333333333	5	1
7	3057680	3057680	75	3	1
7	3057681	3057681	50	3	3
7	3057693	3057693	75	3	1
7	3057694	3057694	83.3333333333333	5	1
7	3057711	3057711	75	3	1
7	3057712	3057712	83.3333333333333	5	1
7	3057719	3057719	0	0	4
7	3057720	3057720	83.3333333333333	5	1
7	3070572	3070572	75	3	1
7	3070573	3070573	0	0	14
7	3070590	3070590	75	3	1
7	3070591	3070591	85.7142857142857	12	2
7	3071027	3071027	25	1	3
7	3071028	3071028	35.7142857142857	5	9
7	3071031	3071031	0	0	7
7	3071062	3071062	83.3333333333333	5	1
7	3074872	3074872	100	2	0
7	3074877	3074877	100	2	0
7	3074900	3074900	100	2	0
7	3074902	3074902	100	2	0
7	3074920	3074920	85	17	3
7	3074921	3074921	0	0	2
7	3074930	3074930	100	18	0
7	3074931	3074931	100	2	0
7	3074946	3074946	66.6666666666667	12	6
7	3074947	3074947	0	0	2
7	3075026	3075026	94.4444444444444	17	1
7	3075027	3075027	0	0	2
7	3075040	3075040	0	0	18
7	3075041	3075041	100	2	0
7	3103411	3103411	100	1	0
7	3103433	3103433	100	1	0
7	3103588	3103588	0	0	1
7	3103652	3103652	0	0	2
7	3109340	3109340	61.9047619047619	13	8
7	3109341	3109341	2.77777777777778	1	35
7	3109375	3109375	81.8181818181818	18	4
7	3109376	3109376	80.5555555555556	29	7
7	3109471	3109471	85.7142857142857	18	3
7	3109472	3109472	94.4444444444444	34	2
7	3109474	3109474	16.6666666666667	4	20
7	3109475	3109475	79.4871794871795	31	8
7	3109483	3109483	100	4	0
7	3109484	3109484	100	3	0
7	3109495	3109495	100	4	0
7	3109496	3109496	100	3	0
7	3109902	3109902	100	4	0
7	3109903	3109903	66.6666666666667	2	1
7	3109909	3109909	0	0	4
7	3109910	3109910	66.6666666666667	2	1
7	3109939	3109939	92.8571428571429	13	1
7	3109940	3109940	0	0	13
7	3109954	3109954	71.4285714285714	10	4
7	3109955	3109955	61.5384615384615	8	5
7	3109981	3109981	78.5714285714286	11	3
7	3109982	3109982	84.6153846153846	11	2
7	3110233	3110233	92.8571428571429	13	1
7	3110234	3110234	100	13	0
7	3110236	3110236	65	26	14
7	3110237	3110237	37.1428571428571	13	22
7	3110242	3110242	93.3333333333333	28	2
7	3110243	3110243	90.9090909090909	20	2
7	3110392	3110392	10.3448275862069	3	26
7	3110393	3110393	95.2380952380952	20	1
7	3110482	3110482	100	10	0
7	3110483	3110483	5.26315789473684	1	18
7	3110497	3110497	81.8181818181818	9	2
7	3110498	3110498	73.6842105263158	14	5
7	3110500	3110500	72.7272727272727	8	3
7	3110501	3110501	63.1578947368421	12	7
7	3110578	3110578	81.8181818181818	9	2
7	3110579	3110579	89.4736842105263	17	2
7	3110584	3110584	0	0	11
7	3110585	3110585	88.8888888888889	16	2
7	3111786	3111786	100	23	0
7	3111787	3111787	0	0	23
7	3111794	3111794	95.6521739130435	22	1
7	3111795	3111795	73.9130434782609	17	6
